,text,pos,imageIds,timestamp,misspellings,news_company_found,language,num_emoji,num_hashtags,profane,retweet,label
79,"[1525, 513, 318, 1526, 31, 131, 2280, 2, 13]",NN RB VBZ VBP IN NN VBG NN NN,sandyA_fake_08,1351547349,1,0,en,0,2,0,0,0
80,"[6, 2, 1]",RB NN NN,sandyA_fake_29,1351545225,1,0,en,3,3,0,0,0
81,"[2, 1, 53, 31, 363, 1, 2, 11, 13, 19, 1282]",NN JJ VBZ IN NN JJ NN NN NN NN NN,sandyA_fake_48,1351580790,1,0,en,0,6,1,0,0
82,"[4108, 7, 6, 2]",NN NN NN NN,sandyA_fake_29,1351603846,2,0,en,0,2,0,0,0
83,"[96, 169, 95, 56, 1527, 4, 2, 1, 362, 4109, 1707]",JJ NN VBP NN NN NN NN NN NN NNS VBP,sandyA_fake_29,1351577544,3,0,en,0,6,0,0,0
84,"[4110, 98, 1946, 13, 2]",JJ RB JJ NN NN,sandyA_fake_08,1351535495,1,0,en,0,2,0,0,0
85,"[102, 49, 47, 81, 2, 1, 11, 13]",NN JJ NN NN NN NN NN NN,sandyA_fake_34,1351561340,1,0,en,0,4,0,0,0
86,"[13, 279, 2, 1, 77, 230, 4111, 19]",NN NN NN NN NN NN NN NN,sandyA_fake_29,1351534125,2,0,en,3,9,0,0,0
87,"[653, 6, 2, 1, 57, 2866, 3, 8, 1380]",NN CC NN NN NN JJ JJ NN NN,sandyA_fake_29,1351531342,3,0,en,1,5,0,0,0
88,"[1, 11, 250, 2, 4, 19, 203]",JJ NN JJ NN NN NN NN,sandyA_fake_48,1351555576,1,0,en,0,7,0,0,0
89,"[2, 1, 932, 6, 2, 1, 2281, 2271]",NN NN VBD JJ NN NN NN NN,sandyA_fake_15,1351533636,3,0,en,0,4,0,0,0
90,"[47, 81, 100, 485, 399, 19, 325, 55, 274, 20, 16, 19, 2, 11]",JJ NN NN NN JJ NN MD VB RP JJ NN NN NN NN,sandyA_fake_29,1351556242,0,0,en,0,5,0,0,0
91,"[11, 3, 8, 48, 654, 329, 2, 289, 128, 20]",JJ JJ NN JJ NN NN NN NN JJ NN,sandyA_fake_29,1351589087,0,0,en,0,10,0,0,0
92,"[1, 178, 44, 1, 2, 2282, 6, 4, 19, 57, 1947]",JJ NN NN JJ NN NN RB JJ NN NN CD,sandyA_fake_29,1351530113,4,0,en,0,8,1,0,0
93,"[312, 91, 39, 118, 2, 1, 4112]",NNS VBG NNS VBP NN NN NN,sandyA_fake_29,1351544617,1,0,en,0,3,0,0,0
94,"[2, 1]",NN NN,sandyA_fake_25,1351536089,0,0,en,0,2,0,0,0
95,"[453, 7, 1, 2, 13, 329, 551, 19, 67, 4113]",JJ NN JJ NN NN NN IN NN NN NN,sandyA_fake_29,1351548102,2,0,en,0,10,0,0,0
96,"[18, 9, 2, 1]",NNS VBP NN NN,sandyA_fake_11,1351555054,0,0,en,6,2,0,0,0
97,"[71, 2, 1]",NN NN NN,sandyA_fake_29,1351659049,0,0,en,0,3,1,0,0
98,"[933, 225, 1948, 2283, 11, 2, 1, 145]",NN NN VBD NN RB NN NN CD,sandyA_fake_26,1351603559,1,0,en,3,5,0,0,0
99,"[718, 1, 1106, 2]",NN NN VBP NN,sandyA_fake_29,1351534883,0,0,en,0,3,0,0,0
100,"[10, 26, 4114, 22, 2, 387, 1528, 1107, 1184, 2867, 1104, 2284, 10]",NN NN NN FW NN NN JJ NN NN NN NN NN NN,sandyA_fake_11,1351621032,4,0,en,0,9,0,0,0
101,"[11, 2, 148]",RB NN NN,sandyA_fake_29,1351607252,0,0,en,0,3,0,0,0
102,"[84, 47, 81, 2, 1]",NNS VBP NN NN NN,sandyA_fake_29,1351577986,0,0,en,0,2,0,0,0
103,"[36, 146, 17, 115, 2, 1, 145, 146, 17, 11, 115, 4115, 26, 1708]",RB JJ NN VBD NN NN CD NN NN NN VBD JJ NN NN,sandyA_fake_47,1351781191,2,0,en,3,10,0,0,0
104,"[2, 1, 650, 11, 13, 33, 17, 137, 20, 67, 464, 2868, 679]",NN NN NN NN NN NN JJ NN VBG NN NN NNS VBP,sandyA_fake_28,1351601820,3,0,en,0,13,0,0,0
105,"[40, 18, 38, 29, 4116, 2, 1, 569, 3, 8]",VBD NNS VBG NNS RB VBP NNS VBD JJ NN,sandyA_fake_11,1351755552,0,0,en,0,2,0,0,0
106,"[2, 1, 13, 11, 6, 35, 806, 57, 2869]",NN NN NN JJ JJ NN JJ NN NN,sandyA_fake_29,1351592553,3,0,en,0,9,0,0,0
107,"[2870, 251, 275, 10, 38, 29, 107, 22, 465, 2, 1]",JJ NN NN NN VBG NNS VBP JJ NN NN NN,sandyA_fake_11,1351556185,3,0,en,0,2,0,0,0
108,"[43, 2, 1529]",NNS VBP NN,sandyA_fake_31,1351562987,0,0,en,0,3,0,0,0
109,"[2, 1, 1, 2]",NN NN VBD NN,sandyA_fake_31,1351531814,0,0,en,0,2,0,0,0
110,"[140, 3, 8, 13, 1, 2, 122, 400, 4117, 486, 2871, 46, 1283, 466]",VBG JJ NN NN JJ NN NN NN NN NN NN NN VBD NN,sandyA_fake_47,1351592591,4,0,en,0,8,0,0,0
111,"[1, 2, 6, 44, 388, 2285]",JJ NN NN VBD VBG NN,sandyA_fake_29,1351541628,2,0,en,0,3,1,0,0
112,"[148, 1519, 807, 1, 2, 467, 273, 148, 17, 4118]",NN VBZ NN JJ NN NN JJ NN NN NN,sandyA_fake_48,1351535659,3,0,en,0,7,0,0,0
113,"[1530, 1, 2]",NN NN NN,sandyA_fake_26,1351537651,0,0,en,0,2,0,0,0
114,"[4119, 4120, 6, 722, 2, 1, 279, 4121, 4122]",JJ NN NN NN NN NN NN NN NNS,sandyA_fake_23,1351601471,6,0,en,0,7,0,0,0
115,"[13, 6, 2, 1, 75, 876, 17, 1284, 19, 47, 81]",NN RB NN JJ NN JJ NN NN NN VBD NN,sandyA_fake_29,1351558199,4,0,en,0,11,0,0,0
116,"[2, 1, 13, 95, 268, 330, 308, 777, 213, 59, 52, 2872, 1531]",NN NN IN NN JJ NN VBN CD NN NN CD RB VB,sandyA_fake_29,1351533664,2,0,en,0,3,0,0,0
117,"[331, 3, 9, 100, 539, 159, 59, 273, 2, 1]",RB JJ NN NN CD NN NN NN NN NN,sandyA_fake_05,1351599606,2,0,en,0,5,0,0,0
118,"[142, 4123, 3, 8, 279, 6, 13, 19, 1, 2, 413, 1704, 680, 1037]",NN VBD JJ NN NN JJ NN NN JJ NN NN NN NN RB,sandyA_fake_29,1351528841,6,0,en,0,10,0,0,0
119,"[2, 1, 13, 48]",NN NN NN NN,sandyA_fake_29,1351586511,1,0,en,0,4,0,0,0
120,"[2857, 1381, 4124, 2, 1]",RB JJ NN NN NN,sandyA_fake_01,1351531201,3,0,en,0,5,0,0,0
121,"[173, 300, 62, 13, 199, 6, 2, 1, 882, 137, 69, 2873]",VB VB JJ NN NN RB NN NN JJ NN NN NN,sandyA_fake_25,1351538277,5,0,en,0,11,0,0,0
122,"[653, 6, 2, 1, 57, 2866, 3, 8, 1380]",NN CC NN NN NN JJ JJ NN NN,sandyA_fake_29,1351531930,3,0,en,1,5,0,0,0
123,"[96, 27, 6, 1, 375, 650, 2286, 2, 4, 33, 3, 8, 41]",JJ NN NN JJ NNS VBP JJ NN NN VBD JJ NN NN,sandyA_fake_29,1351531335,2,0,en,0,7,0,0,0
124,"[9, 1, 2, 18, 4125, 1285, 19, 108, 2287, 1038, 389, 40, 2874]",NN JJ NN NNS VBP JJ NN RB JJ NN NN VBD NN,sandyA_fake_12,1351612007,1,0,en,0,6,0,0,0
125,"[10, 152, 3, 9, 198, 87, 106, 883, 10, 122, 69, 2, 1, 159]",NN NN JJ NN JJ NN NN NN NN NN NN NN NN NN,sandyA_fake_11,1351567217,1,0,en,0,6,0,0,0
126,"[607, 540, 4, 1, 2, 723, 1949, 570, 1382]",RB VB JJ JJ NN NN NN VBP RB,sandyA_fake_23,1351675103,3,0,en,0,8,0,0,0
127,"[2, 1, 44, 40, 24]",NN NN VBD VBD JJ,sandyA_fake_05,1351535472,0,0,en,0,2,1,0,0
128,"[4126, 85, 105, 301, 2, 1]",JJ NN VBG JJ NN NN,sandyA_fake_49,1351537428,0,0,en,0,2,0,0,0
129,"[933, 225, 1948, 2283, 11, 2, 1, 145]",NN NN VBD NN RB NN NN CD,sandyA_fake_26,1351608028,1,0,en,3,5,0,0,0
130,"[43, 143, 83, 1709, 389, 2, 1, 85, 140, 49]",NNS VBG NN NNS VBP NN NN NN VBG JJ,sandyA_fake_02,1351528065,2,0,en,0,7,0,0,0
131,"[242, 1108, 2875, 1532, 355, 1, 2, 467, 626]",RB JJ NNS VBP NN JJ NN JJ NN,sandyA_fake_18,1351545441,1,0,en,0,4,0,0,0
132,"[120, 109, 1185, 76, 195, 10, 1, 2, 4127]",RB VBP VBG NN NN NN VBD NN CD,sandyA_fake_05,1351652832,2,0,en,0,3,0,0,0
133,"[52, 842, 27, 1710, 1, 2, 6, 19, 650]",CD VBZ NN JJ JJ NN NNS NN NN,sandyA_fake_09,1351533335,1,0,en,0,5,0,0,0
134,"[4128, 454, 276, 2288, 4129, 329, 279, 1, 2]",NN NN NN JJ NN NN NN VBD NN,sandyA_fake_27,1351581472,2,0,en,0,9,0,0,0
135,"[13, 2, 1, 34, 128]",NN NN NN JJ NN,sandyA_fake_09,1351530976,1,0,en,0,5,0,0,0
136,"[5, 1, 375, 6, 12, 2]",NN NN VBZ JJ IN NN,sandyA_fake_14,1351496940,2,0,en,0,3,0,1,0
137,"[1950, 273, 19, 2, 1, 191, 4130, 140, 4131, 74]",NN NN NN NN NN NN NNS VBG NN NN,sandyA_fake_15,1351541543,3,0,en,0,10,1,0,0
138,"[1951, 570, 375, 5, 1, 375, 6, 12, 1, 2]",NN NN NNS VBP JJ NNS JJ IN JJ NN,sandyA_fake_14,1351477195,2,0,en,0,2,0,1,0
139,"[386, 251, 44, 53, 68, 313, 6, 2, 1]",VBG NN JJ VBZ JJ NN NN NN NN,sandyA_fake_29,1351559276,1,0,en,0,3,1,0,0
140,"[2876, 145, 2, 1, 19]",NN CD NN NN NN,sandyA_fake_29,1351626660,1,0,en,0,4,0,0,0
141,"[32, 571, 289, 2, 1, 6, 199, 57, 13, 19, 279]",VBN NN NN NN NN JJ NN NN NN NN NN,sandyA_fake_29,1351535369,4,0,en,0,9,0,0,0
142,"[2877, 10, 68, 2, 884]",JJ NN JJ NN NN,sandyA_fake_05,1351559448,0,0,en,0,4,0,0,0
143,"[18, 2289, 159, 309, 2, 1]",NNS VBD JJ NNS NN NN,sandyA_fake_11,1351578199,1,0,en,0,3,0,0,0
144,"[25, 6, 2, 1, 4132, 103, 1377]",NN CC NN NN NN VBN NNS,sandyA_fake_17,1351532626,2,0,en,0,5,0,0,0
145,"[4133, 2]",NNS VBP,sandyA_fake_15,1351574932,1,0,en,0,2,0,0,0
146,"[140, 13, 1, 2, 19, 6, 199, 100, 2290, 296, 4134]",VBG NN JJ NN NN JJ NN NN NN NN NN,sandyA_fake_29,1351533383,5,0,en,1,10,0,0,0
147,"[2, 1]",NN NN,sandyA_fake_26,1351537997,0,0,en,0,2,0,0,0
148,"[2878, 1, 107, 26, 2, 18]",VBG JJ NN NN NN NNS,sandyA_fake_11,1351549348,1,0,en,0,4,0,0,0
149,"[10, 884, 22, 2, 1, 682, 356, 2879]",JJ NN JJ NN NN FW NN NN,sandyA_fake_05,1351573024,3,0,ru,0,2,0,0,0
150,"[2, 1, 251, 4135, 2, 1, 199]",NN JJ NN JJ NN NN NN,sandyA_fake_29,1351543505,2,0,en,0,4,0,0,0
151,"[142, 68, 2, 13, 362, 19]",NN JJ NN NN NN NN,sandyA_fake_08,1351539517,2,0,en,0,4,0,0,0
152,"[13, 6, 2, 1, 75, 876, 17, 1284, 19, 47, 81]",NN RB NN JJ NN JJ NN NN NN VBD NN,sandyA_fake_29,1351593708,4,0,en,0,11,0,0,0
153,"[33, 17, 4, 1, 2]",NN NN NN VBD NN,sandyA_fake_29,1351543370,1,0,en,0,3,0,0,0
154,"[386, 20, 16, 2, 1]",VBG JJ NN NN NN,sandyA_fake_15,1351531371,0,0,en,0,2,1,0,0
155,"[10, 107, 2, 1, 1039]",NN NN NN NN NN,sandyA_fake_11,1351560720,1,0,en,0,3,0,0,0
156,[2],NN,sandyA_fake_08,1351538565,0,0,en,0,1,0,0,0
157,"[414, 10, 683, 122, 19, 1, 2, 979, 7, 571, 21, 4136]",RB JJ NN NN NN JJ NN NNS VBP RB JJ NN,sandyA_fake_11,1351560090,1,0,en,0,7,0,0,0
158,"[808, 16, 3, 8, 179, 2, 1]",JJ NN JJ NN NN NN NN,sandyA_fake_29,1351530475,0,0,en,0,2,0,0,0
159,"[399, 4137, 44, 809, 24, 2291, 195, 4138, 159, 18, 2, 1, 2292]",JJ NN NN JJ JJ NN NN NN NN NNS VBP JJ NN,sandyA_fake_05,1351563847,5,0,en,0,8,1,0,0
160,"[404, 1, 4139, 608, 4140, 1186, 2, 1533, 1]",VB NN VBN NN JJ JJ NN NN NN,sandyA_fake_09,1351595325,0,0,en,0,5,0,0,0
161,"[36, 572, 2, 1, 140]",RB JJ NN NN VBG,sandyA_fake_25,1351541357,0,0,en,0,3,0,0,0
162,"[2, 1, 75, 13, 19, 279, 57, 273, 346, 128, 22]",NN NN NN NN NN NN NN NN JJ JJ NN,sandyA_fake_08,1351535144,5,0,en,0,11,0,0,0
163,"[120, 77, 188, 362, 6, 2, 1, 4141, 4142, 1711]",UH NN NN NN JJ NN NN JJ NN NN,sandyA_fake_29,1351563803,4,0,en,0,7,0,0,0
164,"[2880, 2880, 4143, 116, 4144, 73, 34, 2, 1]",NN NN NN VB JJ NN JJ NN NN,sandyA_fake_25,1351560579,0,0,en,0,4,0,0,0
165,"[2, 1]",NN NN,sandyA_fake_29,1351564202,0,0,en,0,2,0,0,0
166,"[5, 5, 10, 4145, 2, 1, 4, 10, 1037]",NN NN NN NN NN NN NN NN RB,sandyA_fake_05,1351571145,3,0,en,1,5,0,1,0
167,"[322, 164, 22, 1, 11, 6, 2]",NN NN JJ NN NN NN NN,sandyA_fake_29,1351553432,2,0,en,0,4,0,0,0
168,"[3, 8, 102, 49, 265, 4146, 74, 2881, 13, 2, 1, 1712]",JJ NN NN JJ VB NNS VB RB JJ NN NN NN,sandyA_fake_29,1351665371,1,0,en,0,4,0,0,0
169,"[34, 19, 11, 279, 2]",JJ NN NN NN NN,sandyA_fake_08,1351531536,0,0,en,0,4,0,0,0
170,"[19, 112, 1, 2, 13, 6, 934, 464, 1187]",NN VBG JJ NN NN JJ NNS VBP VB,sandyA_fake_29,1351564940,5,0,en,0,7,0,0,0
171,"[52, 4147, 85, 22, 2, 1, 4148, 4149, 1952, 1711, 7, 34, 808]",CD NN NN JJ NN NN NN VBD NN NN NN NN NN,sandyA_fake_06,1351554156,3,0,en,0,9,0,0,0
172,"[18, 2289, 159, 309, 2, 1]",NNS VBD JJ NNS NN NN,sandyA_fake_11,1351572031,1,0,en,0,3,0,0,0
173,"[178, 2, 1, 467, 13]",JJ NN NN JJ NN,sandyA_fake_08,1351551371,2,0,en,0,4,1,0,0
174,"[1036, 1, 2882, 1522, 2293, 4, 1, 2, 627, 1107, 680, 27]",NN JJ NNS VBP JJ NN JJ NN JJ NN NN NN,sandyA_fake_29,1351564180,6,0,en,0,7,0,0,0
175,"[255, 299, 31, 161, 529, 625, 2, 1]",NNS VBP IN RB RB JJ NN NN,sandyA_fake_17,1351533828,0,0,en,0,4,0,0,0
176,"[27, 2, 1, 4150, 31, 4151, 135]",NN NN JJ NNS IN JJ NN,sandyA_fake_25,1351589976,1,0,en,0,2,0,0,0
177,"[100, 47, 81, 1, 2]",NN VBD NN NN NN,sandyA_fake_08,1351556873,0,0,en,0,2,0,0,0
